Drug,Gene_Count,Genes,Gene_Sources,Drug_Sources
N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID,1,MMP3,CT,DrugBank
"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",1,NOS1,CT,DrugBank
"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",1,NOS1,CT,DrugBank
N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine,1,NOS1,CT,DrugBank
N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide,1,BACE1,CT,DrugBank
N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE,1,CA2,CT,"DrugBank, TTD"
"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",1,REN,CT,DrugBank
"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",1,REN,CT,DrugBank
N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE,1,AURKA,CT,DrugBank
"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",1,MAPK9,CT,DrugBank
N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE,1,TEK,CT,DrugBank
N-{4-[(benzylamino)sulfonyl]-1-naphthyl}benzamide,1,CCR8,CT,TTD
N-{4-[2-(3-Methoxyphenyl)ethyl]phenyl}phthalimide,1,NR1H2,CT,TTD
N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan,1,ADAM17,CT,DrugBank
N/OFQ-(1-13)-NH2,1,OPRL1,CT,TTD
N/OFQ-(1-13)-NH<sub>2</sub>,1,OPRL1,CT,GtoPdb
N/OFQ-NH<sub>2</sub>,1,OPRL1,CT,GtoPdb
"N1,2-dibenzyl-N3-hydroxy-N1-phenethylmalonamide",1,ANPEP,DCE_KEGG,TTD
"N1,2-dibenzyl-N3-hydroxymalonamide",1,ANPEP,DCE_KEGG,TTD
"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",1,CSNK2A1,CT,DrugBank
"N1-(3,3-diphenylpropyl)-N3-hydroxymalonamide",1,ANPEP,DCE_KEGG,TTD
N1-(3-phenoxybenzyl)-N3-hydroxymalonamide,1,ANPEP,DCE_KEGG,TTD
"N1-(4-bromophenyl)-N2,N2-dipentylphthalamide",1,CNR2,CT,TTD
N1-(4-chlorobenzyl)-2-amino-N3-hydroxymalonamide,1,ANPEP,DCE_KEGG,TTD
N1-(4-chlorobenzyl)-2-benzyl-N3-hydroxymalonamide,1,ANPEP,DCE_KEGG,TTD
N1-(4-fluorobenzyl)-2-benzyl-N3-hydroxymalonamide,1,ANPEP,DCE_KEGG,TTD
N1-benzyl-N3-hydroxy-2-isobutylmalonamide,1,ANPEP,DCE_KEGG,TTD
N1-dansyl-spermine,1,GRIN2D,CT,TTD
N1-hydroxy-2-isobutyl-N3-phenethylmalonamide,1,ANPEP,DCE_KEGG,TTD
N2-(3-trifluoromethylphenyl)guanine,1,TK1,CT,TTD
N36,1,FPR2,CT,GtoPdb
"N4-(3-chlorophenyl)quinazoline-4,6-diamine",1,EGFR,CT,TTD
"N4-(3-methylphenyl)-4,6-quinazolinediamine",1,EGFR,CT,TTD
"N4-(4-chlorobenzyl)-2,4-diaminobutanoylpiperidine",1,DPP4,CT,TTD
N4-Butyl-2-cinnamamido-N1-hydroxysuccinamide,1,ANPEP,DCE_KEGG,TTD
"N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE",1,MMP7,CT,DrugBank
N5-(1-Imino-3-Butenyl)-L-Ornithine,1,NOS1,CT,TTD
N5-(1-iminobut-3-enyl)-L-ornithine,1,NOS1,CT,TTD
N5-(1-iminobutyl)-L-ornithine,1,NOS1,CT,TTD
N5-(1-iminopent-3-enyl)-L-ornithine,1,NOS1,CT,TTD
N5-(1-iminopropyl)-L-ornithine,1,NOS1,CT,TTD
N6-(4-hydroxybenzyl)adenine riboside,1,ADORA2A,CT,TTD
N6-Benzyl Adenosine-5'-Diphosphate,1,SRC,CT,"DrugBank, TTD"
N6-methoxy-2-[(4-methylphenyl)ethynyl]adenosine,1,ADORA1,CT,TTD
N7-hydroxy-2-methoxy-N1-phenylheptanediamide,1,HDAC2,CT,TTD
N7-hydroxy-N1-phenyl-2-propoxyheptanediamide,1,HDAC2,CT,TTD
"N8,2-dihydroxy-N1-phenyloctanediamide",1,HDAC2,CT,TTD
N8-hydroxy-2-methoxy-N1-phenyloctanediamide,1,HDAC2,CT,TTD
N<sup>1</sup>-dansyl-spermine,1,GRIN2D,CT,GtoPdb
NAAG,1,GRM3,CT,"GtoPdb, TTD"
nacresertib,1,IRAK1,CT,GtoPdb
Nadide,1,ALDH2,DCE_KEGG,DrugBank
nafamostat,1,PLG,CT,DrugCentral
NAFTIFINE HYDROCHLORIDE,1,NFE2L2,CT,ChEMBL
NalBzOH,1,OPRK1,CT,TTD
Naldemedine,1,OPRK1,CT,DrugBank
Nalfurafine hcl,1,OPRK1,CT,TTD
NALOXEGOL,1,HDAC6,CT,ChEMBL
naloxone benzoylhydrazone,1,OPRK1,CT,GtoPdb
Naltrexone-6-alpha-ol,1,OPRK1,CT,TTD
naltriben,1,OPRK1,CT,"GtoPdb, TTD"
naltrindole,1,OPRK1,CT,GtoPdb
Naluzotan,1,HTR1A,CT,DrugBank
Namitecan,1,TOP1,CT,"DrugBank, TTD"
NAN-190,1,HTR1A,CT,TTD
NanoLuc R3/I5 chimera,1,RXFP4,CT,GtoPdb
NanoLuc-INSL3,1,RXFP2,CT,GtoPdb
Nanoluciferase-labelled relaxin,1,RXFP1,CT,GtoPdb
NAP-226-90,1,ACHE,CT,DrugBank
Napabucasin,1,STAT3,CT;DCE_KEGG,"DrugBank, TTD"
Naphthalene derivative 1,1,NFE2L2,CT,TTD
Naphthyridine and isoquinoline derivative 1,1,CDK2,CT,TTD
Naphthyridine Inhibitor,1,TGFBR1,CT,DrugBank
Naquotinib,1,EGFR,CT,"DrugBank, GtoPdb"
Narciclasine,1,EEF1A1,CT,TTD
narmafotinib,1,PTK2,CT,GtoPdb
Natural cytotoxicity triggering receptor 3 ligand 1,1,NCR3,CT,GtoPdb
navacaprant,1,OPRK1,CT,GtoPdb
Navtemadlin,1,MDM2,CT,"DrugBank, GtoPdb"
NAX-5055,1,GALR1,CT,TTD
Naxifylline,1,ADORA1,CT,DrugBank
Nazartinib,1,EGFR,CT,"DrugBank, GtoPdb"
NB-360,1,BACE1,CT,GtoPdb
NBI-34041,1,CRHR2,CT,TTD
NBI-42902,1,GNRHR,CT,"GtoPdb, TTD"
NBI-5788,1,MBP,CT,TTD
NBI-6024,1,INS,CT,TTD
NBI-74330,1,CXCR3,CT,"GtoPdb, TTD"
NCX 950,1,ADRB2,CT,DrugBank
NCX-1015,1,NR3C1,CT,TTD
NCX-125,1,PTGFR,CT,TTD
ND1251,1,OPRL1,CT,TTD
NDC-1022,1,ESR2,CT,TTD
NDPPC,1,MAPK14,CT,GtoPdb
NDT9513727,1,C5AR1,CT,GtoPdb
NDT9520492,1,C5AR1,CT,"GtoPdb, TTD"
NE-033,1,SIGMAR1,CT,TTD
NE-100,1,SIGMAR1,CT,"GtoPdb, TTD"
NE3107,1,ESR1,CT,TTD
Nebicapone,1,COMT,CT,DrugBank
NEBIVOLOL HYDROCHLORIDE,1,HDAC6,CT,ChEMBL
Nebracetam,1,CHRM1,CT,TTD
Necitumumab,1,EGFR,CT,"DrugBank, DrugCentral, GtoPdb, TTD"
necrostatin-1,1,RIPK1,CT,GtoPdb
necrostatin-1s,1,RIPK1,CT,GtoPdb
Nedisertib,1,PRKDC,CT,DrugBank
nedometinib,1,MAP2K1,CT,GtoPdb
neladenoson,1,ADORA1,CT,GtoPdb
Neladenoson bialanate,1,ADORA1,CT,"DrugBank, TTD"
Nelipepimut S,1,ERBB2,CT,TTD
Nemolizumab,1,IL31RA,CT,"DrugBank, GtoPdb, TTD"
Nemvaleukin alfa,1,IL1RL2,CT,TTD
Neo-kauluamine,1,GSK3B,CT,TTD
neolymphostin A,1,LCK,CT,GtoPdb
NEOMYCIN SULFATE,1,ACHE,CT,ChEMBL
Nepadutant,1,TACR2,CT,"GtoPdb, TTD"
NEPAFENAC,1,HDAC6,CT,ChEMBL
nepinalone,1,SIGMAR1,CT,DrugCentral
Nerisopam,1,HTR1A,CT,TTD
Nestorone,1,PGR,CT,TTD
Netoglitazone,1,PPARG,CT,"DrugBank, GtoPdb, TTD"
Neu-120,1,GSK3B,CT,TTD
neuregulin-1,1,ERBB3,CT,GtoPdb
neuregulin-2,1,ERBB3,CT,GtoPdb
neuropeptide FF,1,NPFFR1,CT,GtoPdb
neuropeptide head activator,1,GPR37,CT,GtoPdb
neuropeptide K,1,TACR1,CT,GtoPdb
neuropeptide-&gamma;,1,TACR1,CT,GtoPdb
Neurotensin(8-13),1,NTSR1,CT,TTD
neurotrophin-3,1,NTRK3,CT,GtoPdb
NeuVax,1,ERBB2,CT,TTD
Nexinhib20,1,RAB27A,CT,GtoPdb
nezulcitinib,1,JAK2,CT,GtoPdb
NF-kappaB Decoy,1,NFKB2,CT,DrugBank
NFP,1,OPRK1,CT,GtoPdb
NG29,1,BDKRB1,CT,GtoPdb
NG291,1,BDKRB2,CT,GtoPdb
NGB 2904,1,DRD3,CT,"GtoPdb, TTD"
NGD 94-1,1,DRD4,CT,TTD
NGD-4715,1,MCHR1,CT,"DrugBank, TTD"
NGD-94-4,1,DRD4,CT,TTD
NGM313,1,FGFR1,CT,TTD
NGM707,1,LILRB1,CT,TTD
NGX-267,1,CHRM1,CT,TTD
NGX267,1,CHRM1,CT,DrugBank
NHS-IL 12,1,IL12B,CT,TTD
NI-101,1,APP,CT,TTD
NI-1401,1,IL17RB,CT,TTD
NI006,1,TTR,CT,TTD
NIBR-0213,1,S1PR1,CT,"GtoPdb, TTD"
NIBR-785,1,S1PR1,CT,TTD
NIBR189,1,GPR183,CT,GtoPdb
NIBR51,1,GPR183,CT,GtoPdb
NIC5-15,1,APP,CT,TTD
Nicaraven,1,PARP1,CT,"DrugBank, TTD"
Nicotinamide,1,PARP1,CT,"DrugBank, TTD"
Nicotinamide adenine dinucleotide phosphate,1,NOS1,CT,DrugBank
Nicotinamide-Adenine-Dinucleotide,1,ALDH2,DCE_KEGG,TTD
nicotinic acid,1,APP,CT,DrugCentral
nifenalol,1,ADRB2,CT,DrugCentral
NIFEVIROC,1,CCR5,CT,TTD
NIGULDIPINE,1,ADRA1D,CT,TTD
NIHP,1,ADRB2,CT,GtoPdb
NiK-21273,1,OPRL1,CT,GtoPdb
NILTUBACIN,1,HDAC6,CT,TTD
Nimacimab,1,CNR1,CT,TTD
ningetinib,1,MET,CT,GtoPdb
NIP,1,ADRB2,CT,GtoPdb
NIP-004,1,MPL,CT,TTD
Niperotidine,1,HRH2,CT,"DrugBank, DrugCentral"
Niraparib Tosylate,1,PARP1,CT,TTD
Niravoline,1,OPRK1,CT,TTD
Nisoxetine,1,HTT,CT,DrugBank
Nitecapone,1,COMT,CT,TTD
NITRATE,1,CA2,CT,"DrugBank, TTD"
Nitroarginine,1,NOS1,CT,"DrugBank, TTD"
nitroxoline,1,COMT,CT,DrugCentral
nivisnebart,1,SORT1,CT,GtoPdb
Nivocasan,1,CASP1,CT,"DrugBank, TTD"
NJH395,1,ERBB2,CT,TTD
NK-611,1,TOP1,CT,TTD
NKP 608,1,TACR1,CT,TTD
NKP-1339,1,MAPK8,CT,TTD
NKR-2 CAR-T Cells,1,KLRK1,CT,TTD
NKR-2 cells,1,KLRK1,CT,TTD
NKTR-255,1,IL15RA,CT,TTD
NLX-101,1,HTR1A,CT,"GtoPdb, TTD"
NM-135,1,NR3C1,CT,TTD
NM-2014,1,TNFRSF1A,CT,TTD
NM-9405,1,TNFRSF1A,CT,TTD
NM21-1480,1,TNFRSF9,CT,TTD
NMDA,1,GRIN2D,CT,GtoPdb
NMI-870,1,ADRA2C,CT,TTD
NMS-03305293,1,PARP1,CT,TTD
NMS-1,1,PLK1,CT,TTD
NMT inhibitor 1 [WO2024052685A1],1,NMT1,CT,GtoPdb
NN-1218,1,INSR,CT,TTD
NN-2501,1,GCGR,CT,TTD
NN-818,1,APP,CT,TTD
NN1213,1,CALCR,CT,GtoPdb
NN344,1,INSR,CT,DrugBank
NN5401,1,INSR,CT,TTD
NN8209,1,C5AR1,CT,TTD
NN8210,1,C5AR1,CT,TTD
NN8555,1,KLRK1,CT,TTD
NNC 92-1687,1,GCGR,CT,"GtoPdb, TTD"
NNC-0123-0000-0338,1,INS,CT,TTD
NNC-13-8119,1,TSPO,CT,TTD
NNC-22-0031,1,DRD1,CT,TTD
NNC-252504,1,GCGR,CT,TTD
NNC-26-0194,1,GHR,CT,TTD
NNC-26-0762,1,GHRHR,CT,TTD
NNC0640,1,GCGR,CT,GtoPdb
NNC1702,1,GCGR,CT,GtoPdb
NNC269100,1,SSTR4,CT,"GtoPdb, TTD"
nobiletin,1,TAS2R14,MR,GtoPdb
NOCICEPTIN,1,OPRL1,CT,TTD
nociceptin/orphanin FQ,1,OPRL1,CT,GtoPdb
Nogalamycin,1,TOP1,CT,TTD
NOLOMIROLE HYDROCHLORIDE,1,ADRA2C,CT,TTD
nolpitantium,1,TACR1,CT,GtoPdb
Nolpitantium besilate,1,TACR1,CT,TTD
Nomegestrol acetate,1,ESR1,CT,"DrugBank, TTD"
Non-peptide TPO mimics,1,MPL,CT,TTD
nor-binaltorphimine,1,OPRK1,CT,GtoPdb
Nor-binaltorphimine dihydrochloride,1,OPRK1,CT,TTD
NORBINALTORPHIMINE,1,OPRK1,CT,TTD
Norcisapride,1,HTR3A,CT,TTD
nordazepam,1,GABBR2,CT,DrugCentral
norfenfluramine,1,HTR2B,CT,"GtoPdb, TTD"
Norleucine,1,HNF1A,CT,"DrugBank, TTD"
normorphine,1,OPRK1,CT,"GtoPdb, TTD"
NORSTEPHALAGINE,1,DRD1,CT,TTD
NOX 2137a/b,1,OPRL1,CT,TTD
NOX 2149,1,OPRL1,CT,TTD
NOX-B11,1,GHSR,CT,TTD
NOX-S91,1,S1PR1,CT,TTD
NP-01,1,INSR,CT,TTD
NP-500,1,INS,CT,TTD
NP-50301,1,ESR1,CT,"DrugBank, TTD"
NP-506,1,FGFR1,CT,TTD
NP-61,1,ACHE,CT,TTD
NP-619,1,AR,CT,TTD
NP-7557,1,ACHE,CT,TTD
NPC-16377,1,SIGMAR1,CT,TTD
NPC-17731,1,BDKRB2,CT,TTD
NPC-349,1,BDKRB2,CT,"GtoPdb, TTD"
NPC-567,1,BDKRB2,CT,"GtoPdb, TTD"
NPRx-30,1,ACHE,CT,TTD
NPS 2143,1,CASR,CT,GtoPdb
NPS-1034,1,MET,CT,TTD
NPS-2143,1,CASR,CT,"DrugBank, TTD"
NPS-2390,1,CASR,CT,TTD
NPSP-795,1,PTH2R,CT,TTD
NPT-500,1,HTR1A,CT,TTD
NPT200-11,1,SNCA,CT,TTD
NPY-(13-36) (pig),1,NPY5R,CT,GtoPdb
NPY-(2-36),1,NPY5R,CT,GtoPdb
NPY-(3-36) (pig),1,NPY5R,CT,GtoPdb
NPY5RA-972,1,NPY5R,CT,TTD
NQN-1,1,HDAC6,CT,"GtoPdb, TTD"
NRC-2694,1,EGFR,CT,TTD
NRP290,1,OPRK1,CT,TTD
NRP409,1,THRA,CT,DrugBank
NRX-4204,1,RXRG,CT,TTD
NS 2028,1,GUCY2D,CT,TTD
NS-018,1,JAK2,CT,TTD
NS-220,1,PPARA,CT,"GtoPdb, TTD"
NS-2359,1,HTT,CT,DrugBank
NS-2979,1,TSPO,CT,TTD
NS-49,1,ADRA1D,CT,"GtoPdb, TTD"
NS1738,1,CHRM5,CT,TTD
NSC 19630,1,WRN,CT,TTD
NSC-106084,1,DNMT3B,CT,TTD
NSC-119910,1,HSPA1A,CT,TTD
NSC-137546,1,DNMT3B,CT,TTD
NSC-138419,1,DNMT3B,CT,TTD
NSC-154957,1,DNMT3B,CT,TTD
NSC-158324,1,DNMT3B,CT,TTD
NSC-1771,1,JAK2,CT,TTD
NSC-23180,1,ACHE,CT,TTD
NSC-26745,1,AR,CT,TTD
NSC-319745,1,DNMT3B,CT,TTD
NSC-341622,1,TOP1,CT,TTD
NSC-345763,1,DNMT3B,CT,TTD
NSC-348926,1,DNMT3B,CT,TTD
NSC-401077,1,DNMT3B,CT,TTD
NSC-54162,1,DNMT3B,CT,TTD
NSC-56071,1,DNMT3B,CT,TTD
NSC-57893,1,DNMT3B,CT,TTD
NSC-622444,1,DNMT3B,CT,TTD
NSC-622445,1,DNMT3B,CT,TTD
NSC-623548,1,DNMT3B,CT,TTD
NSC-651016,1,CCR2,CT,TTD
NSC-654077,1,CA2,CT,TTD
NSC-663284,1,CDC25C,CT,TTD
NSC-66811,1,MDM2,CT,TTD
NSC-746457,1,HDAC1,CT,TTD
NSC-88915,1,RHO,CT,TTD
NSC-95397,1,CDC25A,CT,TTD
NST-628,1,RAF1,CT,GtoPdb
NT-501,1,CNTFR,CT,TTD
NT-69-L,1,NTSR1,CT,TTD
NTLA-2001,1,TTR,CT,TTD
NTQ1062,1,AKT1,CT,GtoPdb
NTRX-07,1,CNR2,CT,TTD
NTU281,1,TGM2,CT,TTD
nTzDpa,1,PPARG,CT,"GtoPdb, TTD"
NU-1001-41,1,AKT1,CT,TTD
NU-6027,1,CDK2,CT,TTD
NU-7026,1,PRKDC,CT,GtoPdb
NU-7432,1,PRKDC,CT,TTD
NU-7441,1,PRKDC,CT,GtoPdb
NU1025,1,PARP1,CT,"DrugBank, TTD"
Nuplazid,1,HTR2C,CT,TTD
nusinersen,1,SMN1,CT,TTD
nuvisertib,1,FLT3,CT,GtoPdb
NVP-2,1,CDK9,CT,"GtoPdb, TTD"
NVP-ADW742,1,IGF1R,CT,TTD
NVP-AEW541,1,IGF1R,CT,GtoPdb
NVP-AUY922,1,HSP90AA1,CT,TTD
NVP-DPP728,1,DPP4,CT,TTD
NVP-LAQ824,1,HDAC1,CT,TTD
NVP-SAA164,1,BDKRB1,CT,"GtoPdb, TTD"
NVP-TAE684,1,INSR,CT,TTD
NVX-207,1,CASP9,CT,TTD
NX-1607,1,CBLB,CT,GtoPdb
NX-2127,1,BTK,CT,TTD
NX-5948,1,BTK,CT,TTD
NXN-462,1,NOS1,CT,TTD
Nylidrin,1,IFNAR2,CT,DrugBank
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",1,PARP1,CT,DrugBank
N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,1,MMP3,CT,DrugBank
"N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE",1,BACE1,CT,DrugBank
"N~3~-BENZYLPYRIDINE-2,3-DIAMINE",1,BACE1,CT,DrugBank
"N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",1,MAPK14,CT,DrugBank
"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",1,BACE1,CT,DrugBank
"N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE",1,BACE1,CT,DrugBank
"N~3~-[5-(1H-INDOL-6-YL)-2-(PYRIDIN-2-YLMETHOXY)BENZYL]PYRIDINE-2,3-DIAMINE",1,BACE1,CT,DrugBank
O-1812,1,CNR1,CT,TTD
O-DESMETHYL TRAMADOL,1,OPRK1,CT,TTD
O-oleoyl-N-(2-hydroxyethyl)hydroxylamine,1,CNR2,CT,TTD
O-Phosphoethanolamine,1,PRKCB,CT,TTD
O-Sialic Acid,1,SELP,CT,TTD
O3-Sulfonylgalactose,1,MBL2,CT,DrugBank
OAG,1,TRPC3,CT,"GtoPdb, TTD"
OBIDOXIME,1,ACHE,CT,"DrugBank, DrugCentral, TTD"
Oblimersen,1,BCL2,CT,"DrugBank, TTD"
OBP-801,1,HDAC1,CT,"DrugBank, TTD"
ocadusertib,1,RIPK1,CT,GtoPdb
oclacitinib,1,JAK2,CT,GtoPdb
Octahydro-isoindol-(1Z)-ylideneamine,1,NOS1,CT,TTD
Octahydrocurcumin,1,XPO1,CT,TTD
"Octane-1,8-diyl disulfamate",1,CA2,CT,TTD
Octane-1-sulfonyl fluoride,1,CNR1,CT,TTD
octatropine methylbromide,1,CHRM1,CT,DrugCentral
OCTINOXATE,1,EHMT2,CT,ChEMBL
octopamine,1,HTR3A,CT,DrugCentral
OCTREOTIDE,1,SSTR4,CT,"ChEMBL, DrugCentral"
Octyl sulfamate,1,CA2,CT,TTD
Odapipam,1,DRD1,CT,TTD
odesivimab,1,FCGR3A,CT,DrugCentral
oditrasertib,1,RIPK1,CT,GtoPdb
ODN-1411,1,TLR8,CT,TTD
ODQ,1,GUCY2D,CT,TTD
ODT-8,1,SSTR4,CT,TTD
OGX-427,1,HSPB3,CT,TTD
OI287GT,1,INS,CT,TTD
OI362GT,1,INS,CT,TTD
Olaratumab,1,PDGFRA,CT,"DrugBank, DrugCentral, GtoPdb, TTD"
Olcegepant,1,CALCRL,CT,"DrugBank, TTD"
oleamide,1,HTR7,CT,GtoPdb
Olipudase alfa,1,SMPD1,CT,TTD
Olitigaltin,1,LGALS3,CT,DrugBank
OLODATEROL HYDROCHLORIDE,1,ADRB2,CT,ChEMBL
OLOMOUCINE II,1,CDK2,CT,DrugBank
OLSALAZINE SODIUM,1,HDAC6,CT,ChEMBL
Oltipraz,1,TGM2,CT,DrugBank
olverembatinib,1,ABL1,CT,GtoPdb
Omalizumab,1,FCER1G,CT,TTD
Omaveloxolone,1,NFE2L2,CT,"DrugBank, GtoPdb, TTD"
OMBITASVIR,1,HDAC6,CT,ChEMBL
omidenepag,1,PTGER2,CT,GtoPdb
Omigapil,1,GAPDH,CT,"DrugBank, TTD"
OMO-1,1,MET,CT,GtoPdb
OMP-18R5,1,FZD7,CT,TTD
OMP-52M51,1,NOTCH1,CT,TTD
OMPT,1,LPAR3,CT,"GtoPdb, TTD"
OMS-103HP,1,IL1R1,CT,DrugBank
OMS405,1,PPARG,CT,TTD
ON-044580,1,JAK2,CT,TTD
ON-128,1,EGFR,CT,TTD
Onalespib,1,HSP90AA1,CT,DrugBank
onartuzumab,1,MET,CT,GtoPdb
onatasertib,1,CSF1R,CT,GtoPdb
ONC1-13B,1,AR,CT,TTD
ONC201,1,DRD3,CT,TTD
ONDANSETRON HYDROCHLORIDE,1,HDAC6,CT,ChEMBL
ONO-2506,1,S100B,CT,TTD
ONO-2952,1,TSPO,CT,"DrugBank, TTD"
ONO-3080573,1,LPAR1,CT,"GtoPdb, TTD"
ONO-4053,1,PTGDR,CT,TTD
ONO-4057,1,LTB4R,CT,GtoPdb
ONO-4059,1,BTK,CT,TTD
ONO-4127,1,PTGDR,CT,TTD
ONO-4641,1,S1PR1,CT,TTD
ONO-7300243,1,LPAR1,CT,GtoPdb
ONO-7475,1,MERTK,CT,TTD
ONO-7579,1,NTRK1,CT,TTD
ONO-8130,1,PTGER1,CT,TTD
ONO-8711,1,PTGER1,CT,"GtoPdb, TTD"
ONO-8815Ly,1,PTGER2,CT,TTD
ONO-9780307,1,LPAR1,CT,"GtoPdb, TTD"
ONO-9910539,1,LPAR1,CT,"GtoPdb, TTD"
ONO-AE2-227,1,PTGER3,CT,TTD
ONO-AE3-208,1,PTGER3,CT,TTD
ONO-AE3-237,1,PTGDR,CT,"GtoPdb, TTD"
ONO-AE3-240,1,PTGER3,CT,TTD
ONO-AE5-599,1,PTGER3,CT,TTD
ONO-AP-324,1,PTGER3,CT,TTD
ONO-DI-004,1,PTGER1,CT,TTD
onternabez,1,CNR2,CT,GtoPdb
ontunisertib,1,TGFBR1,CT,GtoPdb
Onyvax-105,1,CD55,CT,TTD
ONYX-015,1,TP53,CT;DCE_KEGG,TTD
OP-1250,1,ESR1,CT,TTD
OP-2507,1,PTGIR,CT,TTD
OPA-6566,1,ADORA2A,CT,TTD
OPB-111077,1,STAT3,CT;DCE_KEGG,"DrugBank, TTD"
OPB-31121,1,STAT3,CT;DCE_KEGG,TTD
OPB-51602,1,STAT3,CT;DCE_KEGG,TTD
OPC-34712,1,HTR1A,CT,TTD
OPC-51803,1,AVPR2,CT,"DrugBank, GtoPdb, TTD"
OPI-1002,1,TP53,CT;DCE_KEGG,TTD
opiorphin,1,ANPEP,DCE_KEGG,GtoPdb
opipramol,1,SIGMAR1,CT,DrugCentral
Opium,1,OPRK1,CT,DrugBank
OPL-CCL2-LPM,1,CCR2,CT,TTD
opnurasib,1,KRAS,CT,GtoPdb
Oprelvekin,1,IL11RA,CT,"DrugBank, TTD"
Opterone,1,AR,CT,TTD
Oral insulin,1,INS,CT,TTD
ORBOFIBAN,1,ITGA2B,CT,TTD
Orciprenaline,1,ADRB2,CT,"DrugBank, DrugCentral, GtoPdb"
Orelabrutinib,1,BTK,CT,"DrugBank, GtoPdb"
ORG 214007-0,1,NR3C1,CT,GtoPdb
ORG 34517/34850,1,NR3C1,CT,TTD
Org-10490,1,DRD1,CT,TTD
ORG-13011,1,HTR1A,CT,TTD
Org-23366,1,CHRM5,CT,TTD
Org-30850,1,GNRHR,CT,TTD
ORG-31710,1,PGR,CT,"DrugBank, TTD"
Org-34116,1,NR3C1,CT,TTD
ORG-34517,1,NR3C1,CT,"DrugBank, TTD"
Org-37663,1,ESR1,CT,TTD
Org-43902,1,LHCGR,CT,TTD
ORG2058,1,PGR,CT,"GtoPdb, TTD"
Org27569,1,CNR1,CT,"GtoPdb, TTD"
ORIC-101,1,NR3C1,CT,"GtoPdb, TTD"
ORIC-944,1,EED,CT,TTD
oridonin,1,AKT1,CT,GtoPdb
ORITAVANCIN,1,HDAC6,CT,ChEMBL
ORM-10921,1,ADRA2C,CT,GtoPdb
ORM-12741,1,ADRA2C,CT,"DrugBank, GtoPdb, TTD"
OrM3,1,CHRM5,CT,TTD
OROIDIN,1,MAP2K1,CT,TTD
oroxylin A,1,SQSTM1,CT,GtoPdb
ORP-101,1,OPRK1,CT,"DrugBank, TTD"
Orthovanadate,1,PTPRS,CT,TTD
Orvepitant,1,TACR1,CT,"DrugBank, TTD"
oryzatensin,1,C3AR1,CT,GtoPdb
OS2966,1,ITGB1,CT,TTD
OSE-127,1,IL7R,CT,GtoPdb
OSI-75,1,EGFR,CT,TTD
OSI-906,1,IGF1R,CT,TTD
OSIP339391,1,ADORA2B,CT,GtoPdb
osteocrin,1,NPR3,CT,GtoPdb
OSU-03012,1,PDPK1,CT,GtoPdb
Osutidine,1,HRH2,CT,TTD
OT-551,1,NFE2L2,CT,"DrugBank, TTD"
